Framework,Nads_14DX_mean,Nads_14DX_sem,Nads_Water_mean,Nads_Water_sem
BEA,0.0,0.0,0.9563854166666667,0.1793890171506713
EUO,0.0,0.0,1.3578125,0.01827392570514291
FER,2.0833333333333333e-05,1.2757759076995716e-05,0.39571875,0.0034078881604902717
IFR,0.0,0.0,0.6033437500000001,0.009334256807690155
MFI,0.0,0.0,1.5054791666666665,0.034884167048635166
MOR,0.0,0.0,1.2056979166666668,0.013102244969553393

