Framework,Nads_14DX_mean,Nads_14DX_sem,Nads_Water_mean,Nads_Water_sem
BEA,0.00011458333333333333,2.5248332590710045e-05,4.948885416666667,0.14124234549188058
EUO,0.0015937500000000001,3.103222731201301e-05,11.072708333333333,0.05409289648052499
FER,0.0020104166666666673,4.525559165880928e-05,3.2001041666666663,0.020401810868615276
IFR,0.00029166666666666664,5.3114786599924844e-05,5.076791666666667,0.1617894333586955
MFI,0.0,0.0,11.939187500000001,0.15525947476092475
MOR,0.0,0.0,9.462697916666668,0.05101260851746435
