Framework,Nads_14DX_mean,Nads_14DX_sem,Nads_Water_mean,Nads_Water_sem
BEA,0.002166666666666667,4.166666666666657e-05,38.71809375,0.5200379577737563
EUO,0.012479166666666668,4.830009633070678e-05,87.86420833333332,0.7085336181303132
FER,0.016,0.0002927806108865664,25.65908333333333,0.1858953838856678
IFR,0.0032500000000000003,4.419417382415925e-05,38.98114583333333,0.7855377339203768
MFI,0.001697916666666667,4.150358711070114e-05,97.48239583333333,0.647044695057723
MOR,0.0005937500000000001,4.759288250650279e-05,76.86320833333333,0.3653809245870448

